40386,-5.104251,7.557897
41706,-6.412664,8.235479
41807,-6.439391,8.178727
42406,-7.054428,8.392324
42688,-5.66967,6.562556
43464,-7.429298,7.925466
45211,-2.642238,2.329858
45214,-2.906545,2.562201
45776,-3.996814,3.305667
46522,-7.686867,5.858842
46576,-7.758109,5.882119
46636,-8.946689,6.745552
46945,-7.450851,5.430348
46970,-6.784803,4.928214
47291,-5.843427,4.100249
47378,-9.011736,6.241614
47645,-5.716082,3.837529
48194,-6.847058,4.315265
48521,-8.613627,5.206448
48575,-4.141492,2.484907
49767,-2.818415,1.445842
49845,-7.001078,3.555904
50494,-9.975212,4.62288
51172,-6.515769,2.734767
52866,-6.409634,1.9943
53612,-5.931445,1.587358
53879,-1.998,0.504305
54052,-3.416483,0.828486
54373,-9.540629,2.135974
55195,-3.594174,0.632449
56077,-7.750812,0.959396
56283,-7.982524,0.892159
56359,-7.445463,0.800648
56827,-8.829036,0.732039
56828,-7.922294,0.656542
56879,-8.127583,0.648794
56916,-9.031878,0.703493
56975,-4.114851,0.302206
57194,-1.955207,0.122023
57270,-6.99949,0.412234
57371,-1.047725,0.056332
57375,-3.349892,0.179372
57629,-7.003872,0.27144
57767,-7.187679,0.220247
58170,-8.992748,0.080959
58735,-2.589262,-0.054392
60373,-8.357279,-0.91066
61124,-6.266213,-0.929293
61436,-5.885415,-0.981456
61681,-5.548597,-0.997637
62257,-8.06968,-1.713193
62361,-4.04189,-0.878428
62752,-6.960892,-1.67045
63518,-3.997663,-1.136452
64189,-7.676072,-2.489414
64592,-9.997344,-3.483932
64720,-7.651172,-2.724657
64821,-6.763524,-2.453736
65653,-6.957507,-2.881767
66250,-8.087832,-3.663676
66415,-8.172025,-3.784736
66694,-6.990214,-3.361201
66943,-4.665503,-2.319265
66953,-8.723342,-4.341944
67380,-4.312826,-2.270248
67711,-9.487671,-5.188142
67966,-4.185388,-2.356764
68250,-8.652161,-5.04848
69232,-5.353243,-3.516911
69451,-8.823448,-5.932531
69962,-7.623809,-5.416765
70666,-0.472264,-0.361451
70750,-8.356758,-6.471623
71027,-4.626156,-3.689053
71453,-0.495181,-0.413973
71456,-0.495203,-0.414084
71672,-3.30789,-2.83419
72283,-3.089858,-2.819683
72284,-2.675893,-2.442217
72432,-4.650321,-4.313397
72622,-7.906486,-7.463478
72665,-6.761181,-6.408157
72717,-6.714014,-6.398547
72955,-3.944034,-3.856974
72957,-3.887091,-3.802093
73243,-5.829123,-5.876436
73467,-5.858189,-6.055134
74766,-3.96982,-4.707934
74958,-6.781787,-8.218354
75841,-2.678394,-3.561312
76665,-5.564952,-8.105292
77836,-5.56255,-9.299226
77934,-5.514853,-9.332453
78536,-5.417667,-9.869644
79513,-1.800975,-3.721866
79521,-1.808253,-3.738687
79777,-2.794995,-5.99789
80058,-4.163462,-9.303609
80095,-4.027174,-9.047466
80105,-2.174286,-4.892451
80218,-1.525067,-3.482882
80579,-1.597477,-3.871023
81054,-3.477447,-9.101465
81444,-3.073152,-8.593139
81753,-2.62499,-7.74472
82006,-1.679959,-5.203377
82472,-0.482554,-1.64315
82473,-0.541199,-1.843027
82557,-1.847524,-6.382123
82565,-1.703055,-5.888724
82788,-2.484285,-8.980483
83352,-1.102705,-4.536064
83688,-1.176301,-5.254468
83793,-1.611037,-7.417776
83841,-1.97155,-9.19237
83865,-2.121931,-9.955354
83882,-0.866144,-4.086415
84147,-1.027046,-5.204798
84220,-1.014027,-5.243915
84325,-1.772845,-9.425782
84451,-0.997648,-5.510603
84462,-1.073804,-5.947684
84532,-1.609655,-9.100608
85036,-1.145591,-7.609413
85264,-0.422874,-3.073668
85345,-0.818464,-6.134956
85406,-1.279893,-9.847494
85794,-0.692694,-6.383349
85899,-0.171572,-1.662506
85951,-0.363042,-3.615031
86022,-0.738247,-7.628308
86509,-0.482592,-6.872396
86705,-0.434406,-7.3437
86722,-0.184376,-3.142875
87665,-0.017373,-1.816613
88300,0.173292,-7.746096
88327,0.120862,-5.077062
88694,0.362378,-8.624863
88934,0.512718,-9.500436
89660,0.219434,-2.381656
90979,0.960565,-5.908009
91416,1.771646,-9.562697
91484,0.334856,-1.773105
91487,0.324167,-1.716358
92115,0.585883,-2.652454
93578,2.295683,-7.616551
93604,2.364482,-7.829067
93930,1.81341,-5.676232
94054,3.16458,-9.70451
94466,1.925584,-5.520142
95799,0.784452,-1.840016
96932,4.324957,-8.69075
97338,2.355468,-4.4873
98924,1.313772,-2.087713
99143,2.632166,-4.084363
99382,2.410191,-3.645204
99507,4.417951,-6.593863
100854,2.028515,-2.630896
101810,5.857959,-6.867725
101855,4.788986,-5.591699
102070,5.795698,-6.604754
102078,5.584971,-6.35954
102154,8.799322,-9.937473
102708,3.736291,-3.987443
102765,2.259284,-2.394775
103109,8.907683,-9.110321
103322,8.277007,-8.270574
103879,1.979356,-1.863636
103883,1.986273,-1.869789
104095,8.705568,-8.02691
104751,2.330004,-2.003156
105519,3.025799,-2.397286
105765,5.062257,-3.897986
105913,6.514846,-4.940104
106098,2.608354,-1.937731
106470,9.597367,-6.84533
107213,9.534405,-6.248606
108361,6.808447,-3.882732
108437,8.917954,-5.036744
108526,1.732589,-0.966715
108830,9.335368,-5.015491
109042,8.035603,-4.197679
109209,9.808944,-5.024807
110547,1.968033,-0.83547
111450,7.631801,-2.824618
112106,3.478781,-1.15001
112660,4.352933,-1.304309
112869,2.078553,-0.598387
112923,6.235383,-1.77617
112936,6.31155,-1.792532
113008,6.450517,-1.799476
113216,7.334508,-1.956062
113687,2.581532,-0.621353
113750,4.517834,-1.071109
113815,7.436065,-1.739907
114260,3.475601,-0.718451
115766,5.76778,-0.711525
117106,5.965095,-0.281077
117460,2.478766,-0.066693
117956,7.27354,0.148745
117957,8.188103,0.202922
117960,4.65444,0.136696
117964,9.934814,0.386096
117965,7.014344,0.375199
117979,2.557764,0.20548
117987,6.651693,0.719714
117993,3.879436,0.553436
118009,9.025834,1.649371
118012,7.305815,1.401298
118021,3.098396,0.673787
118033,5.001794,1.371175
118037,4.02358,1.14093
118041,9.125486,2.654896
118043,4.149624,1.273905
118048,7.77526,2.504849
118051,9.595226,3.139221
118077,5.449928,2.493787
118079,2.270499,1.04697
118080,2.270631,1.047031
118084,4.110128,1.912046
118092,8.7981,4.632201
118096,9.313051,5.334067
118100,3.76629,2.179192
118101,3.812383,2.235851
118104,7.563603,4.465963
118118,9.175921,5.858512
118128,6.806865,4.613779
118129,6.96777,4.751502
118130,8.064134,5.469104
118152,6.940132,5.501163
118157,5.55796,4.511171
118165,9.610413,8.053202
118168,5.532529,4.817104
118174,4.450787,4.028231
118187,5.131438,5.21439
118194,7.938658,8.58805
118197,8.257153,9.176422
118198,2.496467,2.736885
118201,5.608502,6.304334
118202,8.6682,9.81443
118204,4.295221,4.800344
118231,7.275942,9.684042
118236,1.798507,2.475398
118263,5.06738,8.010843
118265,4.848881,7.811766
118273,5.303193,9.905127
118281,2.203473,4.486451
118282,2.202917,4.485319
118283,4.50653,9.374804
118289,3.759917,8.261925
118293,2.248063,4.877201
118311,1.073743,2.630708
118312,3.050171,7.401475
118321,3.078488,8.25625
118323,3.299977,8.804084
118338,2.839277,9.373306
118339,1.690648,5.661786
118344,1.526136,5.895661
118345,1.972362,7.690888
118360,1.689045,8.828648
118361,1.688048,8.974037
118362,1.687842,8.972945
118387,0.800655,9.353063
118392,0.562689,8.271905
118399,0.136031,6.441366
118400,0.124237,7.957618
118405,-0.019372,3.827631
118406,-0.001391,5.361709
118409,-0.064926,5.979256
118418,-0.462003,9.676115
118425,-0.822196,7.601565
118428,-0.526003,4.078362
118430,-1.152402,8.241792
118441,-0.494379,2.476814
118446,-1.960063,8.439581
118447,-1.141059,4.680085
118451,-0.900784,3.485855
118454,-1.432637,5.562374
118455,-1.878261,7.074699
118459,-1.529443,5.338769
118477,-2.971549,7.109158
118478,-2.975132,7.112019
118488,-2.501754,5.59158
118493,-1.462274,3.161021
118495,-3.612268,7.716286
118496,-3.612041,7.7158
118503,-4.123605,7.762685
118504,-4.122923,7.760035
118509,-5.236433,9.554939
118510,-1.238902,2.29964
118530,-3.634963,5.599567
118532,-2.993375,4.579649
118534,-6.389985,9.454797
118540,-4.873376,6.507064
118541,-1.968452,2.569351
118543,-5.083298,6.528145
118554,-3.27887,3.860968
118556,-6.810779,8.046646
118557,-4.84359,5.694145
118559,-8.583478,9.973174
118569,-7.548212,8.046658
118572,-5.871673,6.20909
118575,-7.723554,8.044465
118578,-3.450811,3.503886
118579,-3.451925,3.505014
118583,-3.107711,3.136747
118584,-9.716045,9.793298
118585,-5.042879,5.01852
118590,-2.721109,2.653167
118597,-8.228877,7.73763
118608,-4.649761,4.043589
118610,-8.952827,7.756458
118621,-1.297343,1.118177
118633,-8.160985,6.187518
118637,-7.32672,5.339644
118640,-9.267294,6.426743
118644,-1.848526,1.259969
118646,-8.054933,5.392542
118652,-8.123758,4.982052
118674,-5.549149,2.736238
118676,-4.17747,1.956673
118699,-7.758437,2.761043
118704,-2.046475,0.699423
118707,-4.220385,1.367034
118710,-7.575548,2.397046
118720,-2.282811,0.649334
118727,-3.405436,0.825166
118733,-9.941643,2.119361
118742,-8.73089,1.610966
118743,-8.730989,1.610983
118756,-8.254211,1.113384
118760,-7.965007,0.890014
118769,-5.17841,0.377538
118771,-7.014188,0.412626
118777,-5.448084,0.214547
118779,-7.239693,0.221836
118800,-8.613129,-0.37923
118805,-8.443299,-0.526567
118812,-6.395244,-0.531553
118830,-4.208555,-0.615564
118831,-4.208555,-0.615564
118835,-5.559306,-0.950686
118861,-7.819993,-2.115948
118865,-5.737071,-1.727679
118882,-6.552547,-2.377192
118894,-6.375287,-2.698711
118902,-7.45256,-3.339161
118921,-9.784265,-4.997088
118922,-9.790376,-4.991272
118938,-7.288764,-4.173097
118942,-6.665435,-3.947816
118943,-6.665833,-3.948051
118948,-9.50853,-6.239028
118955,-6.113698,-4.16477
118960,-8.865278,-6.214085
118972,-7.018974,-5.323617
118976,-3.864652,-2.983062
118988,-4.64172,-4.305423
118992,-6.800458,-6.446013
118993,-6.849563,-6.525978
118995,-3.928325,-3.814685
118999,-4.387858,-4.307567
119003,-5.975127,-6.175778
119013,-6.467731,-7.222867
119016,-8.394087,-9.932405
119021,-7.062474,-8.709702
119030,-5.664121,-7.837528
119034,-5.672725,-8.105364
119035,-5.674589,-8.10928
119048,-4.590406,-7.603905
119057,-4.607576,-8.215205
119064,-5.364796,-9.762361
119077,-2.837867,-6.090101
119090,-2.854261,-7.00335
119099,-3.394369,-8.780522
119102,-2.249263,-6.248781
119106,-3.096312,-8.657766
119110,-2.742372,-8.82585
119112,-1.5779,-5.45522
119113,-1.575156,-5.456183
119115,-2.588404,-9.193471
119126,-1.449495,-5.749763
119134,-0.916168,-4.322284
119135,-1.036233,-5.250282
119141,-1.072432,-5.937897
119143,-1.017406,-5.619572
119144,-1.016894,-5.61931
119179,-0.440255,-7.42238
119180,-0.440292,-7.423009
119184,-0.104366,-2.009764
119197,0.114678,-9.49854
119198,0.121015,-5.079214
119199,0.238537,-7.241188
119207,0.697458,-8.831631
119208,0.696816,-8.831684
119212,0.242972,-2.929993
119218,0.377857,-3.845699
119223,1.334826,-9.505655
119224,0.927552,-6.096565
119229,1.192254,-6.568303
119230,1.192237,-6.568216
119234,1.874688,-9.936221
119241,1.283731,-5.841749
119260,2.001475,-6.576
119261,2.002064,-6.577939
119264,3.073117,-9.975187
119266,3.054997,-9.710163
119275,1.927832,-5.522905
119276,1.376254,-3.74042
119277,3.078815,-8.578592
119280,3.313201,-8.904106
119300,4.256757,-8.559719
119301,4.256757,-8.559719
119308,3.826298,-7.260781
119312,1.606452,-2.961705
119313,1.606668,-2.961587
119334,2.648766,-4.11005
119344,2.884081,-3.894277
119346,5.248184,-6.851996
119349,7.22761,-9.297493
119360,6.11219,-7.247628
119363,5.600417,-6.565364
119376,9.351397,-9.893137
119378,8.527838,-8.858071
119379,8.526094,-8.857511
119382,8.176081,-8.169572
119418,6.290861,-4.770042
119419,8.978476,-6.743168
119430,9.685246,-6.614751
119464,6.951863,-3.91347
119480,8.895466,-4.44933
119484,9.081708,-4.365172
119485,9.079249,-4.36399
119492,6.481995,-2.916125
119495,7.311156,-3.213265
119505,1.97065,-0.836546
119506,9.758009,-4.096832
119507,9.569856,-3.973742
119513,2.609768,-0.975622
119518,3.069893,-1.139264
119519,7.585671,-2.807674
119536,7.664822,-2.274437
119540,5.336935,-1.518261
119568,5.829022,-0.718963
119571,7.16648,-0.779258
119576,9.87607,-1.000247
119585,2.262649,-0.179022
119588,6.514311,-0.48109
119591,8.635281,-0.545965
119615,5.689088,0.054021
